compatible_string,hardware_model,driver_file,first_version,subsystem
"snps,dwxgmac",dwxgmac,drivers/net/ethernet/stmicro/stmmac/dwmac-generic.c,n/a,net
"snps,dwxgmac-2.10",dwxgmac-2.10,drivers/net/ethernet/stmicro/stmmac/dwmac-generic.c,n/a,net
"socionext,synquacer-netsec",synquacer-netsec,drivers/net/ethernet/socionext/netsec.c,n/a,net
"socionext,uniphier-ld11-ave4",ave_ld11_data,drivers/net/ethernet/socionext/sni_ave.c,n/a,net
"socionext,uniphier-ld20-ave4",ave_ld20_data,drivers/net/ethernet/socionext/sni_ave.c,n/a,net
"socionext,uniphier-nx1-ave4",ave_nx1_data,drivers/net/ethernet/socionext/sni_ave.c,n/a,net
"socionext,uniphier-pro4-ave4",ave_pro4_data,drivers/net/ethernet/socionext/sni_ave.c,n/a,net
"socionext,uniphier-pxs2-ave4",ave_pxs2_data,drivers/net/ethernet/socionext/sni_ave.c,n/a,net
"socionext,uniphier-pxs3-ave4",ave_pxs3_data,drivers/net/ethernet/socionext/sni_ave.c,n/a,net
"sophgo,sg2042-dwmac",sg2042_dwmac_data,drivers/net/ethernet/stmicro/stmmac/dwmac-sophgo.c,n/a,net
"sophgo,sg2044-dwmac",sg2044-dwmac,drivers/net/ethernet/stmicro/stmmac/dwmac-sophgo.c,n/a,net
"spacemit,k1-emac",k1-emac,drivers/net/ethernet/spacemit/k1_emac.c,n/a,net
"st,spear600-gmac",spear600-gmac,drivers/net/ethernet/stmicro/stmmac/dwmac-generic.c,n/a,net
"st,stih407-dwmac",stih4xx_dwmac_data,drivers/net/ethernet/stmicro/stmmac/dwmac-sti.c,n/a,net
"st,stm32-dwmac",stm32mcu_dwmac_data,drivers/net/ethernet/stmicro/stmmac/dwmac-stm32.c,n/a,net
"st,stm32f4-bxcan",stm32f4-bxcan,drivers/net/can/bxcan.c,n/a,net
"st,stm32mp1-dwmac",stm32mp1_dwmac_data,drivers/net/ethernet/stmicro/stmmac/dwmac-stm32.c,n/a,net
"st,stm32mp13-dwmac",stm32mp13_dwmac_data,drivers/net/ethernet/stmicro/stmmac/dwmac-stm32.c,n/a,net
"st,stm32mp25-dwmac",stm32mp25_dwmac_data,drivers/net/ethernet/stmicro/stmmac/dwmac-stm32.c,n/a,net
"starfive,jh7100-dwmac",jh7100_data,drivers/net/ethernet/stmicro/stmmac/dwmac-starfive.c,n/a,net
"starfive,jh7110-dwmac",jh7110-dwmac,drivers/net/ethernet/stmicro/stmmac/dwmac-starfive.c,n/a,net
"sunplus,sp7021-emac",sp7021-emac,drivers/net/ethernet/sunplus/spl2sw_driver.c,n/a,net
"technologic,sja1000",technologic_data,drivers/net/can/sja1000/sja1000_platform.c,n/a,net
"tesla,fsd-ethqos",fsd_eqos_data,drivers/net/ethernet/stmicro/stmmac/dwmac-dwc-qos-eth.c,n/a,net
"thead,th1520-gmac",th1520-gmac,drivers/net/ethernet/stmicro/stmmac/dwmac-thead.c,n/a,net
"ti,am3352-cpsw-phy-sel",cpsw_gmii_sel_am3352,drivers/net/ethernet/ti/cpsw-phy-sel.c,n/a,net
"ti,am3352-d_can",am3352_dcan_drvdata,drivers/net/can/c_can/c_can_platform.c,n/a,net
"ti,am3356-icss-iep",am335x_icss_iep_plat_data,drivers/net/ethernet/ti/icssg/icss_iep.c,n/a,net
"ti,am3359-prueth",am335x_prueth_pdata,drivers/net/ethernet/ti/icssm/icssm_prueth.c,n/a,net
"ti,am335x-cpsw",am335x-cpsw,drivers/net/ethernet/ti/cpsw.c,n/a,net
"ti,am335x-cpsw-switch",am335x-cpsw-switch,drivers/net/ethernet/ti/cpsw_new.c,n/a,net
"ti,am3517-emac",am3517_emac_data,drivers/net/ethernet/ti/davinci_emac.c,n/a,net
"ti,am3517-hecc",am3517-hecc,drivers/net/can/ti_hecc.c,n/a,net
"ti,am4372-cpsw",am4372-cpsw,drivers/net/ethernet/ti/cpsw.c,n/a,net
"ti,am4372-cpsw-switch",am4372-cpsw-switch,drivers/net/ethernet/ti/cpsw_new.c,n/a,net
"ti,am4372-d_can",am3352_dcan_drvdata,drivers/net/can/c_can/c_can_platform.c,n/a,net
"ti,am4376-icss-iep",am335x_icss_iep_plat_data,drivers/net/ethernet/ti/icssg/icss_iep.c,n/a,net
"ti,am4376-prueth",am437x_prueth_pdata,drivers/net/ethernet/ti/icssm/icssm_prueth.c,n/a,net
"ti,am43xx-cpsw-phy-sel",cpsw_gmii_sel_am3352,drivers/net/ethernet/ti/cpsw-phy-sel.c,n/a,net
"ti,am57-prueth",am57xx_prueth_pdata,drivers/net/ethernet/ti/icssm/icssm_prueth.c,n/a,net
"ti,am5728-icss-iep",am57xx_icss_iep_plat_data,drivers/net/ethernet/ti/icssg/icss_iep.c,n/a,net
"ti,am642-cpsw-nuss",am64x_cpswxg_pdata,drivers/net/ethernet/ti/am65-cpsw-nuss.c,n/a,net
"ti,am642-icssg-prueth",am64x_icssg_pdata,drivers/net/ethernet/ti/icssg/icssg_prueth.c,n/a,net
"ti,am65-cpts",am65-cpts,drivers/net/ethernet/ti/am65-cpts.c,n/a,net
"ti,am654-cpsw-nuss",am65x_sr1_0,drivers/net/ethernet/ti/am65-cpsw-nuss.c,n/a,net
"ti,am654-icss-iep",am654_icss_iep_plat_data,drivers/net/ethernet/ti/icssg/icss_iep.c,n/a,net
"ti,am654-icssg-prueth",am654_icssg_pdata,drivers/net/ethernet/ti/icssg/icssg_prueth.c,n/a,net
"ti,am654-sr1-icssg-prueth",am654_sr1_icssg_pdata,drivers/net/ethernet/ti/icssg/icssg_prueth_sr1.c,n/a,net
"ti,cc2520",cc2520,drivers/net/ieee802154/cc2520.c,n/a,net
"ti,cpsw",cpsw,drivers/net/ethernet/ti/cpsw.c,n/a,net
"ti,cpsw-mdio",of_cpsw_mdio_data,drivers/net/ethernet/ti/davinci_mdio.c,n/a,net
"ti,cpsw-switch",cpsw-switch,drivers/net/ethernet/ti/cpsw_new.c,n/a,net
"ti,davinci-dm6467-emac",davinci-dm6467-emac,drivers/net/ethernet/ti/davinci_emac.c,n/a,net
"ti,davinci_mdio",davinci_mdio,drivers/net/ethernet/ti/davinci_mdio.c,n/a,net
"ti,dm816-emac",dm816_emac_data,drivers/net/ethernet/ti/davinci_emac.c,n/a,net
"ti,dra7-cpsw",dra7-cpsw,drivers/net/ethernet/ti/cpsw.c,n/a,net
"ti,dra7-cpsw-switch",dra7-cpsw-switch,drivers/net/ethernet/ti/cpsw_new.c,n/a,net
"ti,dra7-d_can",dra7_dcan_drvdata,drivers/net/can/c_can/c_can_platform.c,n/a,net
"ti,dra7xx-cpsw-phy-sel",cpsw_gmii_sel_dra7xx,drivers/net/ethernet/ti/cpsw-phy-sel.c,n/a,net
"ti,j7200-cpswxg-nuss",j7200_cpswxg_pdata,drivers/net/ethernet/ti/am65-cpsw-nuss.c,n/a,net
"ti,j721e-cpsw-nuss",j721e_pdata,drivers/net/ethernet/ti/am65-cpsw-nuss.c,n/a,net
"ti,j721e-cpswxg-nuss",j721e_cpswxg_pdata,drivers/net/ethernet/ti/am65-cpsw-nuss.c,n/a,net
"ti,j721e-cpts",j721e-cpts,drivers/net/ethernet/ti/am65-cpts.c,n/a,net
"ti,j784s4-cpswxg-nuss",j784s4_cpswxg_pdata,drivers/net/ethernet/ti/am65-cpsw-nuss.c,n/a,net
"ti,netcp-1.0",netcp-1.0,drivers/net/ethernet/ti/netcp_core.c,n/a,net
"ti,tcan4x5x",tcan4x5x,drivers/net/can/m_can/tcan4x5x-core.c,n/a,net
"ti,tps23881",tps23881_info,drivers/net/pse-pd/tps23881.c,n/a,net
"ti,tps23881b",tps23881_info,drivers/net/pse-pd/tps23881.c,n/a,net
"ti,wl1271",wl127x_data,drivers/net/wireless/ti/wlcore/sdio.c,n/a,net
"ti,wl1273",wl127x_data,drivers/net/wireless/ti/wlcore/sdio.c,n/a,net
"ti,wl1281",wl128x_data,drivers/net/wireless/ti/wlcore/sdio.c,n/a,net
"ti,wl1283",wl128x_data,drivers/net/wireless/ti/wlcore/sdio.c,n/a,net
"ti,wl1285",wl128x_data,drivers/net/wireless/ti/wlcore/sdio.c,n/a,net
"ti,wl1801",wl18xx_data,drivers/net/wireless/ti/wlcore/sdio.c,n/a,net
"ti,wl1805",wl18xx_data,drivers/net/wireless/ti/wlcore/sdio.c,n/a,net
"ti,wl1807",wl18xx_data,drivers/net/wireless/ti/wlcore/sdio.c,n/a,net
"ti,wl1831",wl18xx_data,drivers/net/wireless/ti/wlcore/sdio.c,n/a,net
"ti,wl1835",wl18xx_data,drivers/net/wireless/ti/wlcore/sdio.c,n/a,net
"ti,wl1837",wl18xx_data,drivers/net/wireless/ti/wlcore/sdio.c,n/a,net
"toshiba,visconti-dwmac",visconti-dwmac,drivers/net/ethernet/stmicro/stmmac/dwmac-visconti.c,n/a,net
ucc_geth,ucc_geth,drivers/net/ethernet/freescale/ucc_geth.c,n/a,net
ucc_geth_phy,ucc_geth_phy,drivers/net/ethernet/freescale/fsl_pq_mdio.c,n/a,net
"vertexcom,mse1021",mse1021,drivers/net/ethernet/vertexcom/mse102x.c,n/a,net
"vertexcom,mse1022",mse1022,drivers/net/ethernet/vertexcom/mse102x.c,n/a,net
"via,velocity-vt6110",chip_info_table,drivers/net/ethernet/via/via-velocity.c,n/a,net
"via,vt8500-rhine",vt8500_quirks,drivers/net/ethernet/via/via-rhine.c,n/a,net
"virtual,mdio-gpio",mdio-gpio,drivers/net/mdio/mdio-gpio.c,n/a,net
"vitesse,vsc7385",vsc7385,drivers/net/dsa/vitesse-vsc73xx-platform.c,n/a,net
"vitesse,vsc7388",vsc7388,drivers/net/dsa/vitesse-vsc73xx-platform.c,n/a,net
"vitesse,vsc7395",vsc7395,drivers/net/dsa/vitesse-vsc73xx-platform.c,n/a,net
"vitesse,vsc7398",vsc7398,drivers/net/dsa/vitesse-vsc73xx-platform.c,n/a,net
"wiznet,w5100",W5100,drivers/net/ethernet/wiznet/w5100-spi.c,n/a,net
"wiznet,w5200",W5200,drivers/net/ethernet/wiznet/w5100-spi.c,n/a,net
"wiznet,w5500",W5500,drivers/net/ethernet/wiznet/w5100-spi.c,n/a,net
"xlnx,axi-can-1.00.a",xcan_axi_data,drivers/net/can/xilinx_can.c,n/a,net
"xlnx,axi-ethernet-1.00.a",axi-ethernet-1.00.a,drivers/net/ethernet/xilinx/xilinx_axienet_main.c,n/a,net
"xlnx,axi-ethernet-1.01.a",axi-ethernet-1.01.a,drivers/net/ethernet/xilinx/xilinx_axienet_main.c,n/a,net
"xlnx,axi-ethernet-2.01.a",axi-ethernet-2.01.a,drivers/net/ethernet/xilinx/xilinx_axienet_main.c,n/a,net
"xlnx,canfd-1.0",xcan_canfd_data,drivers/net/can/xilinx_can.c,n/a,net
"xlnx,canfd-2.0",xcan_canfd2_data,drivers/net/can/xilinx_can.c,n/a,net
"xlnx,gmii-to-rgmii-1.0",gmii-to-rgmii-1.0,drivers/net/phy/xilinx_gmii2rgmii.c,n/a,net
"xlnx,opb-ethernetlite-1.01.a",opb-ethernetlite-1.01.a,drivers/net/ethernet/xilinx/xilinx_emaclite.c,n/a,net
"xlnx,opb-ethernetlite-1.01.b",opb-ethernetlite-1.01.b,drivers/net/ethernet/xilinx/xilinx_emaclite.c,n/a,net
"xlnx,versal-gem",versal_config,drivers/net/ethernet/cadence/macb_main.c,n/a,net
"xlnx,xps-ethernetlite-1.00.a",xps-ethernetlite-1.00.a,drivers/net/ethernet/xilinx/xilinx_emaclite.c,n/a,net
"xlnx,xps-ethernetlite-2.00.a",xps-ethernetlite-2.00.a,drivers/net/ethernet/xilinx/xilinx_emaclite.c,n/a,net
"xlnx,xps-ethernetlite-2.01.a",xps-ethernetlite-2.01.a,drivers/net/ethernet/xilinx/xilinx_emaclite.c,n/a,net
"xlnx,xps-ethernetlite-3.00.a",xps-ethernetlite-3.00.a,drivers/net/ethernet/xilinx/xilinx_emaclite.c,n/a,net
"xlnx,xps-ll-temac-1.01.b",xps-ll-temac-1.01.b,drivers/net/ethernet/xilinx/ll_temac_main.c,n/a,net
"xlnx,xps-ll-temac-2.00.a",xps-ll-temac-2.00.a,drivers/net/ethernet/xilinx/ll_temac_main.c,n/a,net
"xlnx,xps-ll-temac-2.02.a",xps-ll-temac-2.02.a,drivers/net/ethernet/xilinx/ll_temac_main.c,n/a,net
"xlnx,xps-ll-temac-2.03.a",xps-ll-temac-2.03.a,drivers/net/ethernet/xilinx/ll_temac_main.c,n/a,net
"xlnx,zynq-can-1.0",xcan_zynq_data,drivers/net/can/xilinx_can.c,n/a,net
"xlnx,zynq-gem",zynq_config,drivers/net/ethernet/cadence/macb_main.c,n/a,net
"xlnx,zynqmp-gem",zynqmp_config,drivers/net/ethernet/cadence/macb_main.c,n/a,net
"nxp,nxp-nci-i2c",nxp-nci-i2c,drivers/nfc/nxp-nci/i2c.c,n/a,nfc
"nxp,pn532",pn532,drivers/nfc/pn533/uart.c,n/a,nfc
"samsung,s3fwrn82",s3fwrn82,drivers/nfc/s3fwrn5/uart.c,n/a,nfc
pmem-region,pmem-region,drivers/nvdimm/ramdax.c,n/a,nvdimm
pmem-region-v2,pmem-region-v2,drivers/nvdimm/of_pmem.c,n/a,nvdimm
"apple,nvme-ans2",apple_nvme_t8103_hw,drivers/nvme/host/apple.c,n/a,nvme
"apple,t8015-nvme-ans2",apple_nvme_t8015_hw,drivers/nvme/host/apple.c,n/a,nvme
"airoha,an8855-efuse",an8855-efuse,drivers/nvmem/an8855-efuse.c,n/a,nvmem
"allwinner,sun20i-d1-sid",sun50i_a64_cfg,drivers/nvmem/sunxi_sid.c,n/a,nvmem
"allwinner,sun4i-a10-sid",sun4i_a10_cfg,drivers/nvmem/sunxi_sid.c,n/a,nvmem
"allwinner,sun50i-a64-sid",sun50i_a64_cfg,drivers/nvmem/sunxi_sid.c,n/a,nvmem
"allwinner,sun50i-h5-sid",sun50i_a64_cfg,drivers/nvmem/sunxi_sid.c,n/a,nvmem
"allwinner,sun50i-h6-sid",sun50i_h6_cfg,drivers/nvmem/sunxi_sid.c,n/a,nvmem
"allwinner,sun7i-a20-sid",sun7i_a20_cfg,drivers/nvmem/sunxi_sid.c,n/a,nvmem
"allwinner,sun8i-a83t-sid",sun50i_a64_cfg,drivers/nvmem/sunxi_sid.c,n/a,nvmem
"allwinner,sun8i-h3-sid",sun8i_h3_cfg,drivers/nvmem/sunxi_sid.c,n/a,nvmem
"amlogic,meson-gxbb-efuse",meson-gxbb-efuse,drivers/nvmem/meson-efuse.c,n/a,nvmem
"amlogic,meson6-efuse",meson6_efuse_data,drivers/nvmem/meson-mx-efuse.c,n/a,nvmem
"amlogic,meson8-efuse",meson8_efuse_data,drivers/nvmem/meson-mx-efuse.c,n/a,nvmem
"amlogic,meson8b-efuse",meson8b_efuse_data,drivers/nvmem/meson-mx-efuse.c,n/a,nvmem
"apple,efuses",efuses,drivers/nvmem/apple-efuses.c,n/a,nvmem
"apple,spmi-nvmem",spmi-nvmem,drivers/nvmem/apple-spmi-nvmem.c,n/a,nvmem
"brcm,env",U_BOOT_FORMAT_BROADCOM,drivers/nvmem/u-boot-env.c,n/a,nvmem
"brcm,nvram",nvram,drivers/nvmem/brcm_nvram.c,n/a,nvmem
"brcm,ocotp",otp_map,drivers/nvmem/bcm-ocotp.c,n/a,nvmem
"brcm,ocotp-v2",otp_map_v2,drivers/nvmem/bcm-ocotp.c,n/a,nvmem
fixed-layout,fixed-layout,drivers/nvmem/layouts.c,n/a,nvmem
"fsl,imx23-ocotp",imx23_data,drivers/nvmem/mxs-ocotp.c,n/a,nvmem
"fsl,imx25-iim",imx25_imx31_imx35_drvdata,drivers/nvmem/imx-iim.c,n/a,nvmem
"fsl,imx27-iim",imx27_drvdata,drivers/nvmem/imx-iim.c,n/a,nvmem
"fsl,imx28-ocotp",imx28_data,drivers/nvmem/mxs-ocotp.c,n/a,nvmem
"fsl,imx31-iim",imx25_imx31_imx35_drvdata,drivers/nvmem/imx-iim.c,n/a,nvmem
"fsl,imx35-iim",imx25_imx31_imx35_drvdata,drivers/nvmem/imx-iim.c,n/a,nvmem
"fsl,imx51-iim",imx51_drvdata,drivers/nvmem/imx-iim.c,n/a,nvmem
"fsl,imx53-iim",imx53_drvdata,drivers/nvmem/imx-iim.c,n/a,nvmem
"fsl,imx6q-ocotp",imx6q_params,drivers/nvmem/imx-ocotp.c,n/a,nvmem
"fsl,imx6q-snvs-lpgpr",snvs_lpgpr_cfg_imx6q,drivers/nvmem/snvs_lpgpr.c,n/a,nvmem
"fsl,imx6sl-ocotp",imx6sl_params,drivers/nvmem/imx-ocotp.c,n/a,nvmem
"fsl,imx6sll-ocotp",imx6sll_params,drivers/nvmem/imx-ocotp.c,n/a,nvmem
"fsl,imx6sx-ocotp",imx6sx_params,drivers/nvmem/imx-ocotp.c,n/a,nvmem
"fsl,imx6ul-ocotp",imx6ul_params,drivers/nvmem/imx-ocotp.c,n/a,nvmem
"fsl,imx6ul-snvs-lpgpr",snvs_lpgpr_cfg_imx6q,drivers/nvmem/snvs_lpgpr.c,n/a,nvmem
"fsl,imx6ull-ocotp",imx6ull_params,drivers/nvmem/imx-ocotp.c,n/a,nvmem
"fsl,imx7d-ocotp",imx7d_params,drivers/nvmem/imx-ocotp.c,n/a,nvmem
"fsl,imx7d-snvs-lpgpr",snvs_lpgpr_cfg_imx7d,drivers/nvmem/snvs_lpgpr.c,n/a,nvmem
"fsl,imx7ulp-ocotp",imx7ulp_params,drivers/nvmem/imx-ocotp.c,n/a,nvmem
"fsl,imx8mm-ocotp",imx8mm_params,drivers/nvmem/imx-ocotp.c,n/a,nvmem
"fsl,imx8mn-ocotp",imx8mn_params,drivers/nvmem/imx-ocotp.c,n/a,nvmem
"fsl,imx8mp-ocotp",imx8mp_params,drivers/nvmem/imx-ocotp.c,n/a,nvmem
"fsl,imx8mq-ocotp",imx8mq_params,drivers/nvmem/imx-ocotp.c,n/a,nvmem
"fsl,imx8qm-scu-ocotp",imx8qm-scu-ocotp,drivers/nvmem/imx-ocotp-scu.c,n/a,nvmem
"fsl,imx8qxp-scu-ocotp",imx8qxp-scu-ocotp,drivers/nvmem/imx-ocotp-scu.c,n/a,nvmem
"fsl,imx93-ocotp",imx93_ocotp_data,drivers/nvmem/imx-ocotp-ele.c,n/a,nvmem
"fsl,imx94-ocotp",imx94_ocotp_data,drivers/nvmem/imx-ocotp-ele.c,n/a,nvmem
"fsl,imx95-ocotp",imx95_ocotp_data,drivers/nvmem/imx-ocotp-ele.c,n/a,nvmem
"fsl,ls1021a-sfp",ls1021a_data,drivers/nvmem/layerscape-sfp.c,n/a,nvmem
"fsl,ls1028a-sfp",ls1028a_data,drivers/nvmem/layerscape-sfp.c,n/a,nvmem
"fsl,t1023-sfp",t1023-sfp,drivers/nvmem/qoriq-efuse.c,n/a,nvmem
"fsl,vf610-ocotp",vf610-ocotp,drivers/nvmem/vf610-ocotp.c,n/a,nvmem
"ingenic,jz4780-efuse",jz4780-efuse,drivers/nvmem/jz4780-efuse.c,n/a,nvmem
"kontron,sl28-vpd",sl28-vpd,drivers/nvmem/layouts/sl28vpd.c,n/a,nvmem
"maxim,max77759-nvmem",max77759-nvmem,drivers/nvmem/max77759-nvmem.c,n/a,nvmem
"mediatek,efuse",mtk_efuse_pdata,drivers/nvmem/mtk-efuse.c,n/a,nvmem
"mediatek,mt8173-efuse",mtk_efuse_pdata,drivers/nvmem/mtk-efuse.c,n/a,nvmem
"mediatek,mt8186-efuse",mtk_mt8186_efuse_pdata,drivers/nvmem/mtk-efuse.c,n/a,nvmem
"microchip,lan9662-otpc",lan9662-otpc,drivers/nvmem/lan9662-otpc.c,n/a,nvmem
"mobileye,eyeq5-bootloader-config",rmem_eyeq5_match_data,drivers/nvmem/rmem.c,n/a,nvmem
"nintendo,hollywood-otp",hollywood_otp_data,drivers/nvmem/nintendo-otp.c,n/a,nvmem
"nintendo,latte-otp",latte_otp_data,drivers/nvmem/nintendo-otp.c,n/a,nvmem
nvmem-rmem,nvmem-rmem,drivers/nvmem/rmem.c,n/a,nvmem
"nxp,lpc1850-otp",lpc1850-otp,drivers/nvmem/lpc18xx_otp.c,n/a,nvmem
"nxp,lpc1857-eeprom",lpc1857-eeprom,drivers/nvmem/lpc18xx_eeprom.c,n/a,nvmem
"nxp,s32g2-ocotp",s32g2-ocotp,drivers/nvmem/s32g-ocotp-nvmem.c,n/a,nvmem
"onie,tlv-layout",tlv-layout,drivers/nvmem/layouts/onie-tlv.c,n/a,nvmem
"qcom,qfprom",qfprom,drivers/nvmem/qfprom.c,n/a,nvmem
"qcom,sc7180-qfprom",sc7180_qfprom,drivers/nvmem/qfprom.c,n/a,nvmem
"qcom,sc7280-qfprom",sc7280_qfprom,drivers/nvmem/qfprom.c,n/a,nvmem
"qcom,sec-qfprom",sec-qfprom,drivers/nvmem/sec-qfprom.c,n/a,nvmem
"qcom,spmi-sdam",spmi-sdam,drivers/nvmem/qcom-spmi-sdam.c,n/a,nvmem
"renesas,r8a779a0-efuse",rcar_fuse_v3u,drivers/nvmem/rcar-efuse.c,n/a,nvmem
"renesas,r8a779f0-efuse",rcar_fuse_s4,drivers/nvmem/rcar-efuse.c,n/a,nvmem
"renesas,r8a779g0-otp",rcar_fuse_v4h,drivers/nvmem/rcar-efuse.c,n/a,nvmem
"renesas,r8a779h0-otp",rcar_fuse_v4m,drivers/nvmem/rcar-efuse.c,n/a,nvmem
"rockchip,px30-otp",px30_data,drivers/nvmem/rockchip-otp.c,n/a,nvmem
"rockchip,rk3066a-efuse",rockchip_rk3288_efuse_read,drivers/nvmem/rockchip-efuse.c,n/a,nvmem
"rockchip,rk3188-efuse",rockchip_rk3288_efuse_read,drivers/nvmem/rockchip-efuse.c,n/a,nvmem
"rockchip,rk3228-efuse",rockchip_rk3288_efuse_read,drivers/nvmem/rockchip-efuse.c,n/a,nvmem
"rockchip,rk3288-efuse",rockchip_rk3288_efuse_read,drivers/nvmem/rockchip-efuse.c,n/a,nvmem
"rockchip,rk3308-otp",px30_data,drivers/nvmem/rockchip-otp.c,n/a,nvmem
"rockchip,rk3328-efuse",rockchip_rk3328_efuse_read,drivers/nvmem/rockchip-efuse.c,n/a,nvmem
"rockchip,rk3368-efuse",rockchip_rk3288_efuse_read,drivers/nvmem/rockchip-efuse.c,n/a,nvmem
"rockchip,rk3399-efuse",rockchip_rk3399_efuse_read,drivers/nvmem/rockchip-efuse.c,n/a,nvmem
"rockchip,rk3576-otp",rk3576_data,drivers/nvmem/rockchip-otp.c,n/a,nvmem
"rockchip,rk3588-otp",rk3588_data,drivers/nvmem/rockchip-otp.c,n/a,nvmem
"rockchip,rockchip-efuse",rockchip_rk3288_efuse_read,drivers/nvmem/rockchip-efuse.c,n/a,nvmem
"socionext,uniphier-efuse",uniphier-efuse,drivers/nvmem/uniphier-efuse.c,n/a,nvmem
"sprd,sc2730-efuse",sc2730_edata,drivers/nvmem/sc27xx-efuse.c,n/a,nvmem
"sprd,sc2731-efuse",sc2731_edata,drivers/nvmem/sc27xx-efuse.c,n/a,nvmem
"sprd,ums312-efuse",ums312_data,drivers/nvmem/sprd-efuse.c,n/a,nvmem
"sunplus,sp7021-ocotp",sp_otp_v0,drivers/nvmem/sunplus-ocotp.c,n/a,nvmem
"u-boot,env",U_BOOT_FORMAT_SINGLE,drivers/nvmem/u-boot-env.c,n/a,nvmem
"u-boot,env-redundant-bool",U_BOOT_FORMAT_REDUNDANT,drivers/nvmem/u-boot-env.c,n/a,nvmem
"u-boot,env-redundant-count",U_BOOT_FORMAT_REDUNDANT,drivers/nvmem/u-boot-env.c,n/a,nvmem
"xlnx,zynqmp-nvmem-fw",zynqmp-nvmem-fw,drivers/nvmem/zynqmp_nvmem.c,n/a,nvmem
"zii,rave-sp-eeprom",rave-sp-eeprom,drivers/nvmem/rave-sp-eeprom.c,n/a,nvmem
"arm,amba-bus",amba-bus,drivers/of/platform.c,n/a,of
compat2,compat2,drivers/of/unittest.c,n/a,of
compat3,compat3,drivers/of/unittest.c,n/a,of
isa,isa,drivers/of/platform.c,n/a,of
operating-points-v2,operating-points-v2,drivers/of/platform.c,n/a,of
"qcom,cmd-db",cmd-db,drivers/of/platform.c,n/a,of
"qcom,rmtfs-mem",rmtfs-mem,drivers/of/platform.c,n/a,of
"qcom,smem",smem,drivers/of/platform.c,n/a,of
ramoops,ramoops,drivers/of/platform.c,n/a,of
simple-bus,simple-bus,drivers/of/platform.c,n/a,of
simple-mfd,simple-mfd,drivers/of/platform.c,n/a,of
test-device,test-device,drivers/of/unittest.c,n/a,of
unittest,unittest,drivers/of/unittest.c,n/a,of
unittest-gpio,unittest-gpio,drivers/of/unittest.c,n/a,of
unittest-i2c-bus,unittest-i2c-bus,drivers/of/unittest.c,n/a,of
unittest-pci,unittest-pci,drivers/of/unittest.c,n/a,of
"ti,omap-opp-supply",omap_generic_of_data,drivers/opp/ti-opp-supply.c,n/a,opp
"ti,omap5-core-opp-supply",omap_omap5core_of_data,drivers/opp/ti-opp-supply.c,n/a,opp
"ti,omap5-opp-supply",omap_omap5_of_data,drivers/opp/ti-opp-supply.c,n/a,opp
"airoha,an7583-pcie",mtk_pcie_soc_an7583,drivers/pci/controller/pcie-mediatek.c,n/a,pci
"airoha,en7581-pcie",mtk_pcie_soc_en7581,drivers/pci/controller/pcie-mediatek-gen3.c,n/a,pci
"altr,msi-1.0",msi-1.0,drivers/pci/controller/pcie-altera-msi.c,n/a,pci
"altr,pcie-root-port-1.0",altera_pcie_1_0_data,drivers/pci/controller/pcie-altera.c,n/a,pci
"altr,pcie-root-port-2.0",altera_pcie_2_0_data,drivers/pci/controller/pcie-altera.c,n/a,pci
"altr,pcie-root-port-3.0-f-tile",altera_pcie_3_0_f_tile_data,drivers/pci/controller/pcie-altera.c,n/a,pci
"altr,pcie-root-port-3.0-p-tile",altera_pcie_3_0_p_tile_data,drivers/pci/controller/pcie-altera.c,n/a,pci
"altr,pcie-root-port-3.0-r-tile",altera_pcie_3_0_r_tile_data,drivers/pci/controller/pcie-altera.c,n/a,pci
"amazon,al-alpine-v2-pcie",al-alpine-v2-pcie,drivers/pci/controller/dwc/pcie-al.c,n/a,pci
"amazon,al-alpine-v3-pcie",al-alpine-v3-pcie,drivers/pci/controller/dwc/pcie-al.c,n/a,pci
"amd,versal2-mdb-host",versal2-mdb-host,drivers/pci/controller/dwc/pcie-amd-mdb.c,n/a,pci
"amlogic,axg-pcie",axg-pcie,drivers/pci/controller/dwc/pci-meson.c,n/a,pci
"amlogic,g12a-pcie",g12a-pcie,drivers/pci/controller/dwc/pci-meson.c,n/a,pci
"apm,xgene-pcie",xgene-pcie,drivers/pci/controller/pci-xgene.c,n/a,pci
"apm,xgene1-msi",xgene1-msi,drivers/pci/controller/pci-xgene-msi.c,n/a,pci
"apple,pcie",t8103_hw,drivers/pci/controller/pcie-apple.c,n/a,pci
"apple,t6020-pcie",t602x_hw,drivers/pci/controller/pcie-apple.c,n/a,pci
"arm,versatile-pci",versatile-pci,drivers/pci/controller/pci-versatile.c,n/a,pci
"axis,artpec6-pcie",artpec6_pcie_rc_of_data,drivers/pci/controller/dwc/pcie-artpec6.c,n/a,pci
"axis,artpec6-pcie-ep",artpec6_pcie_ep_of_data,drivers/pci/controller/dwc/pcie-artpec6.c,n/a,pci
"axis,artpec7-pcie",artpec7_pcie_rc_of_data,drivers/pci/controller/dwc/pcie-artpec6.c,n/a,pci
"axis,artpec7-pcie-ep",artpec7_pcie_ep_of_data,drivers/pci/controller/dwc/pcie-artpec6.c,n/a,pci
"baikal,bt1-pcie",bt1-pcie,drivers/pci/controller/dwc/pcie-bt1.c,n/a,pci
