compatible_string,hardware_model,driver_file,first_version,subsystem
"maxim,ds26522",ds26522,drivers/net/wan/slic_ds26522.c,n/a,net
"maxlinear,gsw120",gsw12x_data,drivers/net/dsa/lantiq/mxl-gsw1xx.c,n/a,net
"maxlinear,gsw125",gsw12x_data,drivers/net/dsa/lantiq/mxl-gsw1xx.c,n/a,net
"maxlinear,gsw140",gsw140_data,drivers/net/dsa/lantiq/mxl-gsw1xx.c,n/a,net
"maxlinear,gsw141",gsw141_data,drivers/net/dsa/lantiq/mxl-gsw1xx.c,n/a,net
"maxlinear,gsw145",gsw140_data,drivers/net/dsa/lantiq/mxl-gsw1xx.c,n/a,net
mctp-i2c-controller,mctp-i2c-controller,drivers/net/mctp/mctp-i2c.c,n/a,net
mdio-mux-gpio,mdio-mux-gpio,drivers/net/mdio/mdio-mux-gpio.c,n/a,net
mdio-mux-mmioreg,mdio-mux-mmioreg,drivers/net/mdio/mdio-mux-mmioreg.c,n/a,net
mdio-mux-multiplexer,mdio-mux-multiplexer,drivers/net/mdio/mdio-mux-multiplexer.c,n/a,net
"mediatek,mt2712-gmac",mt2712_gmac_variant,drivers/net/ethernet/stmicro/stmmac/dwmac-mediatek.c,n/a,net
"mediatek,mt7530",mt753x_table,drivers/net/dsa/mt7530-mdio.c,n/a,net
"mediatek,mt7531",mt753x_table,drivers/net/dsa/mt7530-mdio.c,n/a,net
"mediatek,mt7621",mt753x_table,drivers/net/dsa/mt7530-mdio.c,n/a,net
"mediatek,mt7622-wmac",mt7622-wmac,drivers/net/wireless/mediatek/mt76/mt7615/soc.c,n/a,net
"mediatek,mt7628-wmac",mt7628-wmac,drivers/net/wireless/mediatek/mt76/mt7603/soc.c,n/a,net
"mediatek,mt7981-wmac",0x7981,drivers/net/wireless/mediatek/mt76/mt7915/soc.c,n/a,net
"mediatek,mt7986-wmac",0x7986,drivers/net/wireless/mediatek/mt76/mt7915/soc.c,n/a,net
"mediatek,mt7988-switch",mt753x_table,drivers/net/dsa/mt7530-mmio.c,n/a,net
"mediatek,mt8175-eth",mtk_star_mt8516_compat,drivers/net/ethernet/mediatek/mtk_star_emac.c,n/a,net
"mediatek,mt8195-gmac",mt8195_gmac_variant,drivers/net/ethernet/stmicro/stmmac/dwmac-mediatek.c,n/a,net
"mediatek,mt8365-eth",mtk_star_mt8365_compat,drivers/net/ethernet/mediatek/mtk_star_emac.c,n/a,net
"mediatek,mt8516-eth",mtk_star_mt8516_compat,drivers/net/ethernet/mediatek/mtk_star_emac.c,n/a,net
"mediatek,mt8518-eth",mtk_star_mt8516_compat,drivers/net/ethernet/mediatek/mtk_star_emac.c,n/a,net
"micrel,ks8851",ks8851,drivers/net/ethernet/micrel/ks8851_spi.c,n/a,net
"micrel,ks8851-mll",ks8851-mll,drivers/net/ethernet/micrel/ks8851_par.c,n/a,net
"micrel,ks8995",ks8995,drivers/net/dsa/ks8995.c,n/a,net
"micrel,ksz8795",ksz8795,drivers/net/dsa/ks8995.c,n/a,net
"micrel,ksz8864",ksz8864,drivers/net/dsa/ks8995.c,n/a,net
"microchip,enc28j60",enc28j60,drivers/net/ethernet/microchip/enc28j60.c,n/a,net
"microchip,ksz8463",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz8563",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz8567",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz8765",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz8794",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz8795",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz8863",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz8864",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz8873",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz8895",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz9477",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz9563",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz9567",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz9893",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz9896",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,ksz9897",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,lan8650",lan8650,drivers/net/ethernet/microchip/lan865x/lan865x.c,n/a,net
"microchip,lan8651",lan8651,drivers/net/ethernet/microchip/lan865x/lan865x.c,n/a,net
"microchip,lan9354-mdio",lan9354-mdio,drivers/net/dsa/lan9303_mdio.c,n/a,net
"microchip,lan9370",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,lan9371",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,lan9372",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,lan9373",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,lan9374",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,lan9646",ksz_switch_chips,drivers/net/dsa/microchip/ksz_spi.c,n/a,net
"microchip,lan966x-miim",microchip_lan966x_miim_info,drivers/net/mdio/mdio-mscc-miim.c,n/a,net
"microchip,lan966x-switch",lan966x-switch,drivers/net/ethernet/microchip/lan966x/lan966x_main.c,n/a,net
"microchip,lan9691-switch",lan969x_desc,drivers/net/ethernet/microchip/sparx5/sparx5_main.c,n/a,net
"microchip,mcp2510",CAN_MCP251X_MCP2510,drivers/net/can/spi/mcp251x.c,n/a,net
"microchip,mcp2515",CAN_MCP251X_MCP2515,drivers/net/can/spi/mcp251x.c,n/a,net
"microchip,mcp2517fd",mcp251xfd_devtype_data_mcp2517fd,drivers/net/can/spi/mcp251xfd/mcp251xfd-core.c,n/a,net
"microchip,mcp251863",mcp251xfd_devtype_data_mcp251863,drivers/net/can/spi/mcp251xfd/mcp251xfd-core.c,n/a,net
"microchip,mcp2518fd",mcp251xfd_devtype_data_mcp2518fd,drivers/net/can/spi/mcp251xfd/mcp251xfd-core.c,n/a,net
"microchip,mcp251xfd",mcp251xfd_devtype_data_mcp251xfd,drivers/net/can/spi/mcp251xfd/mcp251xfd-core.c,n/a,net
"microchip,mcp25625",CAN_MCP251X_MCP25625,drivers/net/can/spi/mcp251x.c,n/a,net
"microchip,mdio-smi0",mdio-smi0,drivers/net/mdio/mdio-gpio.c,n/a,net
"microchip,mpfs-macb",mpfs_config,drivers/net/ethernet/cadence/macb_main.c,n/a,net
"microchip,mrf24j40",MRF24J40,drivers/net/ieee802154/mrf24j40.c,n/a,net
"microchip,mrf24j40ma",MRF24J40MA,drivers/net/ieee802154/mrf24j40.c,n/a,net
"microchip,mrf24j40mc",MRF24J40MC,drivers/net/ieee802154/mrf24j40.c,n/a,net
"microchip,pd69200",pd69200,drivers/net/pse-pd/pd692x0.c,n/a,net
"microchip,pd69210",pd69210,drivers/net/pse-pd/pd692x0.c,n/a,net
"microchip,pd69220",pd69220,drivers/net/pse-pd/pd692x0.c,n/a,net
"microchip,sama7g5-emac",sama7g5_emac_config,drivers/net/ethernet/cadence/macb_main.c,n/a,net
"microchip,sama7g5-gem",sama7g5_gem_config,drivers/net/ethernet/cadence/macb_main.c,n/a,net
"microchip,sparx5-switch",sparx5_desc,drivers/net/ethernet/microchip/sparx5/sparx5_main.c,n/a,net
"microchip,wilc1000",wilc1000,drivers/net/wireless/microchip/wilc1000/sdio.c,n/a,net
"mobileye,eyeq5-gem",eyeq5_config,drivers/net/ethernet/cadence/macb_main.c,n/a,net
"motorcomm,yt9215",yt9215,drivers/net/dsa/yt921x.c,n/a,net
"moxa,moxart-mac",moxart-mac,drivers/net/ethernet/moxa/moxart_ether.c,n/a,net
"moxa,moxart-mdio",moxart-mdio,drivers/net/mdio/mdio-moxart.c,n/a,net
"moxa,moxart-rtl8201cp",moxart-rtl8201cp,drivers/net/mdio/of_mdio.c,n/a,net
mpc5200-fec,mpc5200-fec,drivers/net/ethernet/freescale/fec_mpc52xx.c,n/a,net
mpc5200b-fec-phy,mpc5200b-fec-phy,drivers/net/ethernet/freescale/fec_mpc52xx_phy.c,n/a,net
"mscc,ocelot-miim",mscc_ocelot_miim_info,drivers/net/mdio/mdio-mscc-miim.c,n/a,net
"mscc,vsc7512-switch",vsc7512-switch,drivers/net/dsa/ocelot/ocelot_ext.c,n/a,net
"mscc,vsc7514-switch",vsc7514-switch,drivers/net/ethernet/mscc/ocelot_vsc7514.c,n/a,net
"mscc,vsc9953-switch",vsc9953-switch,drivers/net/dsa/ocelot/seville_vsc9953.c,n/a,net
"ni,xge-enet-2.00",NIXGE_V2,drivers/net/ethernet/ni/nixge.c,n/a,net
"ni,xge-enet-3.00",NIXGE_V3,drivers/net/ethernet/ni/nixge.c,n/a,net
"nvidia,tegra186-eqos",tegra_eqos_data,drivers/net/ethernet/stmicro/stmmac/dwmac-dwc-qos-eth.c,n/a,net
"nvidia,tegra234-mgbe",tegra234-mgbe,drivers/net/ethernet/stmicro/stmmac/dwmac-tegra.c,n/a,net
"nxp,imx8dxl-dwmac-eqos",imx8dxl_dwmac_data,drivers/net/ethernet/stmicro/stmmac/dwmac-imx.c,n/a,net
"nxp,imx8mp-dwmac-eqos",imx8mp_dwmac_data,drivers/net/ethernet/stmicro/stmmac/dwmac-imx.c,n/a,net
"nxp,imx93-dwmac-eqos",imx93_dwmac_data,drivers/net/ethernet/stmicro/stmmac/dwmac-imx.c,n/a,net
"nxp,imx94-netc-blk-ctrl",imx94_devinfo,drivers/net/ethernet/freescale/enetc/netc_blk_ctrl.c,n/a,net
"nxp,imx95-netc-blk-ctrl",imx95_devinfo,drivers/net/ethernet/freescale/enetc/netc_blk_ctrl.c,n/a,net
"nxp,lpc-eth",lpc-eth,drivers/net/ethernet/nxp/lpc_eth.c,n/a,net
"nxp,lpc1850-dwmac",lpc1850-dwmac,drivers/net/ethernet/stmicro/stmmac/dwmac-lpc18xx.c,n/a,net
"nxp,mcr20a",mcr20a,drivers/net/ieee802154/mcr20a.c,n/a,net
"nxp,s32g2-dwmac",s32g2-dwmac,drivers/net/ethernet/stmicro/stmmac/dwmac-s32.c,n/a,net
"nxp,s32g2-flexcan",nxp_s32g2_devtype_data,drivers/net/can/flexcan/flexcan-core.c,n/a,net
"nxp,sja1000",NULL,drivers/net/can/sja1000/sja1000_platform.c,n/a,net
"nxp,sja1105e",sja1105e_info,drivers/net/dsa/sja1105/sja1105_main.c,n/a,net
"nxp,sja1105p",sja1105p_info,drivers/net/dsa/sja1105/sja1105_main.c,n/a,net
"nxp,sja1105q",sja1105q_info,drivers/net/dsa/sja1105/sja1105_main.c,n/a,net
"nxp,sja1105r",sja1105r_info,drivers/net/dsa/sja1105/sja1105_main.c,n/a,net
"nxp,sja1105s",sja1105s_info,drivers/net/dsa/sja1105/sja1105_main.c,n/a,net
"nxp,sja1105t",sja1105t_info,drivers/net/dsa/sja1105/sja1105_main.c,n/a,net
"nxp,sja1110a",sja1110a_info,drivers/net/dsa/sja1105/sja1105_main.c,n/a,net
"nxp,sja1110b",sja1110b_info,drivers/net/dsa/sja1105/sja1105_main.c,n/a,net
"nxp,sja1110c",sja1110c_info,drivers/net/dsa/sja1105/sja1105_main.c,n/a,net
"nxp,sja1110d",sja1110d_info,drivers/net/dsa/sja1105/sja1105_main.c,n/a,net
"opencores,ethoc",ethoc,drivers/net/ethernet/ethoc.c,n/a,net
"qca,ar7100-eth",ag71xx_dcfg_ar7100,drivers/net/ethernet/atheros/ag71xx.c,n/a,net
"qca,ar7240-eth",ag71xx_dcfg_ar7240,drivers/net/ethernet/atheros/ag71xx.c,n/a,net
"qca,ar7241-eth",ag71xx_dcfg_ar7240,drivers/net/ethernet/atheros/ag71xx.c,n/a,net
"qca,ar7242-eth",ag71xx_dcfg_ar7240,drivers/net/ethernet/atheros/ag71xx.c,n/a,net
"qca,ar9130-eth",ag71xx_dcfg_ar9130,drivers/net/ethernet/atheros/ag71xx.c,n/a,net
"qca,ar9130-wifi",AR5416_AR9100_DEVID,drivers/net/wireless/ath/ath9k/ahb.c,n/a,net
"qca,ar9330-eth",ag71xx_dcfg_ar9330,drivers/net/ethernet/atheros/ag71xx.c,n/a,net
"qca,ar9330-wifi",AR9300_DEVID_AR9330,drivers/net/wireless/ath/ath9k/ahb.c,n/a,net
"qca,ar9331-switch",ar9331-switch,drivers/net/dsa/qca/ar9331.c,n/a,net
"qca,ar9340-eth",ag71xx_dcfg_ar9340,drivers/net/ethernet/atheros/ag71xx.c,n/a,net
"qca,ar9340-wifi",AR9300_DEVID_AR9340,drivers/net/wireless/ath/ath9k/ahb.c,n/a,net
"qca,qca7000",qca7000,drivers/net/ethernet/qualcomm/qca_uart.c,n/a,net
"qca,qca8327",qca8327,drivers/net/dsa/qca/qca8k-8xxx.c,n/a,net
"qca,qca8328",qca8328,drivers/net/dsa/qca/qca8k-8xxx.c,n/a,net
"qca,qca8334",qca833x,drivers/net/dsa/qca/qca8k-8xxx.c,n/a,net
"qca,qca8337",qca833x,drivers/net/dsa/qca/qca8k-8xxx.c,n/a,net
"qca,qca9530-eth",ag71xx_dcfg_qca9530,drivers/net/ethernet/atheros/ag71xx.c,n/a,net
"qca,qca9530-wifi",AR9300_DEVID_AR953X,drivers/net/wireless/ath/ath9k/ahb.c,n/a,net
"qca,qca9550-eth",ag71xx_dcfg_qca9550,drivers/net/ethernet/atheros/ag71xx.c,n/a,net
"qca,qca9550-wifi",AR9300_DEVID_QCA955X,drivers/net/wireless/ath/ath9k/ahb.c,n/a,net
"qca,qca9560-eth",ag71xx_dcfg_qca9550,drivers/net/ethernet/atheros/ag71xx.c,n/a,net
"qca,qca9560-wifi",AR9300_DEVID_QCA956X,drivers/net/wireless/ath/ath9k/ahb.c,n/a,net
"qcom,bam-dmux",bam-dmux,drivers/net/wwan/qcom_bam_dmux.c,n/a,net
"qcom,fsm9900-emac",fsm9900-emac,drivers/net/ethernet/qualcomm/emac/emac.c,n/a,net
"qcom,fsm9900-emac-sgmii",fsm9900_ops,drivers/net/ethernet/qualcomm/emac/emac-sgmii.c,n/a,net
"qcom,ipq4019-mdio",ipq4019-mdio,drivers/net/mdio/mdio-ipq4019.c,n/a,net
"qcom,ipq4019-wifi",ATH10K_HW_QCA4019,drivers/net/wireless/ath/ath10k/ahb.c,n/a,net
"qcom,ipq5018-mdio",ipq5018-mdio,drivers/net/mdio/mdio-ipq4019.c,n/a,net
"qcom,ipq5018-wifi",ATH11K_HW_IPQ5018_HW10,drivers/net/wireless/ath/ath11k/ahb.c,n/a,net
"qcom,ipq5332-wifi",ATH12K_HW_IPQ5332_HW10,drivers/net/wireless/ath/ath12k/ahb.c,n/a,net
"qcom,ipq6018-wifi",ATH11K_HW_IPQ6018_HW10,drivers/net/wireless/ath/ath11k/ahb.c,n/a,net
"qcom,ipq8064-mdio",ipq8064-mdio,drivers/net/mdio/mdio-ipq8064.c,n/a,net
"qcom,ipq806x-gmac",ipq806x-gmac,drivers/net/ethernet/stmicro/stmmac/dwmac-ipq806x.c,n/a,net
"qcom,ipq8074-wifi",ATH11K_HW_IPQ8074,drivers/net/wireless/ath/ath11k/ahb.c,n/a,net
"qcom,ipq9574-ppe",ipq9574-ppe,drivers/net/ethernet/qualcomm/ppe/ppe.c,n/a,net
"qcom,msm8998-ipa",ipa_data_v3_1,drivers/net/ipa/ipa_main.c,n/a,net
"qcom,qcs404-ethqos",emac_v2_3_0_data,drivers/net/ethernet/stmicro/stmmac/dwmac-qcom-ethqos.c,n/a,net
"qcom,qdf2432-emac-sgmii",qdf2432_ops,drivers/net/ethernet/qualcomm/emac/emac-sgmii.c,n/a,net
"qcom,sa8775p-ethqos",emac_v4_0_0_data,drivers/net/ethernet/stmicro/stmmac/dwmac-qcom-ethqos.c,n/a,net
"qcom,sc7180-ipa",ipa_data_v4_2,drivers/net/ipa/ipa_main.c,n/a,net
"qcom,sc7280-ipa",ipa_data_v4_11,drivers/net/ipa/ipa_main.c,n/a,net
"qcom,sc8280xp-ethqos",emac_v3_0_0_data,drivers/net/ethernet/stmicro/stmmac/dwmac-qcom-ethqos.c,n/a,net
"qcom,sdm845-ipa",ipa_data_v3_5_1,drivers/net/ipa/ipa_main.c,n/a,net
"qcom,sdx55-ipa",ipa_data_v4_5,drivers/net/ipa/ipa_main.c,n/a,net
"qcom,sdx65-ipa",ipa_data_v5_0,drivers/net/ipa/ipa_main.c,n/a,net
"qcom,sm6350-ipa",ipa_data_v4_7,drivers/net/ipa/ipa_main.c,n/a,net
"qcom,sm8150-ethqos",emac_v2_1_0_data,drivers/net/ethernet/stmicro/stmmac/dwmac-qcom-ethqos.c,n/a,net
"qcom,sm8350-ipa",ipa_data_v4_9,drivers/net/ipa/ipa_main.c,n/a,net
"qcom,sm8550-ipa",ipa_data_v5_5,drivers/net/ipa/ipa_main.c,n/a,net
"qcom,wcn3990-wifi",drv_priv,drivers/net/wireless/ath/ath10k/snoc.c,n/a,net
"qcom,wcn6750-wifi",ATH11K_HW_WCN6750_HW10,drivers/net/wireless/ath/ath11k/ahb.c,n/a,net
"qcom,wcnss-wlan",wcnss-wlan,drivers/net/wireless/ath/wcn36xx/main.c,n/a,net
"ralink,rt2880-wifi",rt2880-wifi,drivers/net/wireless/ralink/rt2x00/rt2800soc.c,n/a,net
"raspberrypi,rp1-gem",raspberrypi_rp1_config,drivers/net/ethernet/cadence/macb_main.c,n/a,net
"realtek,rtl8365mb",rtl8365mb_variant,drivers/net/dsa/realtek/rtl8365mb.c,n/a,net
"realtek,rtl8366rb",rtl8366rb_variant,drivers/net/dsa/realtek/rtl8366rb.c,n/a,net
"realtek,rtl9301-mdio",rtl9301-mdio,drivers/net/mdio/mdio-realtek-rtl9300.c,n/a,net
"renesas,ether-r7s72100",r7s72100_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,ether-r7s9210",r7s9210_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,ether-r8a7743",rcar_gen2_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,ether-r8a7745",rcar_gen2_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,ether-r8a7778",rcar_gen1_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,ether-r8a7779",rcar_gen1_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,ether-r8a7790",rcar_gen2_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,ether-r8a7791",rcar_gen2_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,ether-r8a7793",rcar_gen2_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,ether-r8a7794",rcar_gen2_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,etheravb-r8a7790",ravb_gen2_hw_info,drivers/net/ethernet/renesas/ravb_main.c,n/a,net
"renesas,etheravb-r8a7794",ravb_gen2_hw_info,drivers/net/ethernet/renesas/ravb_main.c,n/a,net
"renesas,etheravb-r8a7795",ravb_gen3_hw_info,drivers/net/ethernet/renesas/ravb_main.c,n/a,net
"renesas,etheravb-rcar-gen2",ravb_gen2_hw_info,drivers/net/ethernet/renesas/ravb_main.c,n/a,net
"renesas,etheravb-rcar-gen3",ravb_gen3_hw_info,drivers/net/ethernet/renesas/ravb_main.c,n/a,net
"renesas,etheravb-rcar-gen4",ravb_gen4_hw_info,drivers/net/ethernet/renesas/ravb_main.c,n/a,net
"renesas,etheravb-rzv2m",ravb_rzv2m_hw_info,drivers/net/ethernet/renesas/ravb_main.c,n/a,net
"renesas,gether-r8a7740",r8a7740_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,gether-r8a77980",r8a77980_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,r8a779f0-ether-switch",r8a779f0-ether-switch,drivers/net/ethernet/renesas/rswitch_main.c,n/a,net
"renesas,r8a779g0-ethertsn",r8a779g0-ethertsn,drivers/net/ethernet/renesas/rtsn.c,n/a,net
"renesas,r9a09g077-gbeth",renesas_gmac_of_data,drivers/net/ethernet/stmicro/stmmac/dwmac-renesas-gbeth.c,n/a,net
"renesas,r9a09g077-miic",rzt2h_miic_of_data,drivers/net/pcs/pcs-rzn1-miic.c,n/a,net
"renesas,rcar-gen1-ether",rcar_gen1_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,rcar-gen2-ether",rcar_gen2_data,drivers/net/ethernet/renesas/sh_eth.c,n/a,net
"renesas,rzg2l-gbeth",gbeth_hw_info,drivers/net/ethernet/renesas/ravb_main.c,n/a,net
"renesas,rzn1-a5psw",rzn1-a5psw,drivers/net/dsa/rzn1_a5psw.c,n/a,net
"renesas,rzn1-gmac",rzn1-gmac,drivers/net/ethernet/stmicro/stmmac/dwmac-rzn1.c,n/a,net
"renesas,rzn1-miic",rzn1_miic_of_data,drivers/net/pcs/pcs-rzn1-miic.c,n/a,net
"renesas,rzn1-sja1000",renesas_data,drivers/net/can/sja1000/sja1000_platform.c,n/a,net
"renesas,rzv2h-gbeth",renesas_gbeth_of_data,drivers/net/ethernet/stmicro/stmmac/dwmac-renesas-gbeth.c,n/a,net
"rockchip,px30-gmac",px30_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rk3036-emac",emac_rk3036_emac_data,drivers/net/ethernet/arc/emac_rockchip.c,n/a,net
"rockchip,rk3066-emac",emac_rk3066_emac_data,drivers/net/ethernet/arc/emac_rockchip.c,n/a,net
"rockchip,rk3128-gmac",rk3128_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rk3188-emac",emac_rk3188_emac_data,drivers/net/ethernet/arc/emac_rockchip.c,n/a,net
"rockchip,rk3228-gmac",rk3228_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rk3288-gmac",rk3288_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rk3308-gmac",rk3308_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rk3328-gmac",rk3328_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rk3366-gmac",rk3366_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rk3368-gmac",rk3368_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rk3399-gmac",rk3399_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rk3506-gmac",rk3506_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rk3528-gmac",rk3528_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rk3568-gmac",rk3568_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rk3568v2-canfd",rkcanfd_devtype_data_rk3568v2,drivers/net/can/rockchip/rockchip_canfd-core.c,n/a,net
"rockchip,rk3568v3-canfd",rkcanfd_devtype_data_rk3568v3,drivers/net/can/rockchip/rockchip_canfd-core.c,n/a,net
"rockchip,rk3576-gmac",rk3576_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rk3588-gmac",rk3588_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rv1108-gmac",rv1108_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"rockchip,rv1126-gmac",rv1126_ops,drivers/net/ethernet/stmicro/stmmac/dwmac-rk.c,n/a,net
"samsung,sxgbe-v2.0a",sxgbe-v2.0a,drivers/net/ethernet/samsung/sxgbe/sxgbe_platform.c,n/a,net
"sff,sff",sff_data,drivers/net/phy/sfp.c,n/a,net
"sff,sfp",sfp_data,drivers/net/phy/sfp.c,n/a,net
"sifive,fu540-c000-gem",fu540_c000_config,drivers/net/ethernet/cadence/macb_main.c,n/a,net
"silabs,brd4001a",brd4001a,drivers/net/wireless/silabs/wfx/bus_spi.c,n/a,net
"silabs,brd8022a",brd8022a,drivers/net/wireless/silabs/wfx/bus_spi.c,n/a,net
"silabs,brd8023a",brd8023a,drivers/net/wireless/silabs/wfx/bus_spi.c,n/a,net
"silabs,wf200",wf200,drivers/net/wireless/silabs/wfx/bus_spi.c,n/a,net
"skyworks,si3474",si3474,drivers/net/pse-pd/si3474.c,n/a,net
"smsc,lan9115",lan9115,drivers/net/ethernet/smsc/smsc911x.c,n/a,net
"smsc,lan91c111",lan91c111,drivers/net/ethernet/smsc/smc91x.c,n/a,net
"smsc,lan91c94",lan91c94,drivers/net/ethernet/smsc/smc91x.c,n/a,net
"smsc,lan9303-i2c",lan9303-i2c,drivers/net/dsa/lan9303_i2c.c,n/a,net
"smsc,lan9303-mdio",lan9303-mdio,drivers/net/dsa/lan9303_mdio.c,n/a,net
"snps,dw-xpcs",xpcs_generic,drivers/net/pcs/pcs-xpcs-plat.c,n/a,net
"snps,dw-xpcs-gen1-3g",xpcs_pma_gen1_3g,drivers/net/pcs/pcs-xpcs-plat.c,n/a,net
"snps,dw-xpcs-gen2-3g",xpcs_pma_gen2_3g,drivers/net/pcs/pcs-xpcs-plat.c,n/a,net
"snps,dw-xpcs-gen2-6g",xpcs_pma_gen2_6g,drivers/net/pcs/pcs-xpcs-plat.c,n/a,net
"snps,dw-xpcs-gen4-3g",xpcs_pma_gen4_3g,drivers/net/pcs/pcs-xpcs-plat.c,n/a,net
"snps,dw-xpcs-gen4-6g",xpcs_pma_gen4_6g,drivers/net/pcs/pcs-xpcs-plat.c,n/a,net
"snps,dw-xpcs-gen5-10g",xpcs_pma_gen5_10g,drivers/net/pcs/pcs-xpcs-plat.c,n/a,net
"snps,dw-xpcs-gen5-12g",xpcs_pma_gen5_12g,drivers/net/pcs/pcs-xpcs-plat.c,n/a,net
"snps,dwc-qos-ethernet-4.10",dwc-qos-ethernet-4.10,drivers/net/ethernet/stmicro/stmmac/stmmac_platform.c,n/a,net
"snps,dwmac",dwmac,drivers/net/ethernet/stmicro/stmmac/dwmac-generic.c,n/a,net
"snps,dwmac-3.40a",dwmac-3.40a,drivers/net/ethernet/stmicro/stmmac/dwmac-generic.c,n/a,net
"snps,dwmac-3.50a",dwmac-3.50a,drivers/net/ethernet/stmicro/stmmac/dwmac-generic.c,n/a,net
"snps,dwmac-3.610",dwmac-3.610,drivers/net/ethernet/stmicro/stmmac/dwmac-generic.c,n/a,net
"snps,dwmac-3.70a",dwmac-3.70a,drivers/net/ethernet/stmicro/stmmac/dwmac-generic.c,n/a,net
"snps,dwmac-3.710",dwmac-3.710,drivers/net/ethernet/stmicro/stmmac/dwmac-generic.c,n/a,net
"snps,dwmac-3.72a",dwmac-3.72a,drivers/net/ethernet/stmicro/stmmac/dwmac-generic.c,n/a,net
"snps,dwmac-4.00",dwmac-4.00,drivers/net/ethernet/stmicro/stmmac/dwmac-generic.c,n/a,net
"snps,dwmac-4.10a",dwmac-4.10a,drivers/net/ethernet/stmicro/stmmac/dwmac-generic.c,n/a,net
